歌手名,歌手地区,歌手id,歌手图片
广东雨神,,004Hxj1m48xwGi,http://y.gtimg.cn/music/photo_new/T001R150x150M000004Hxj1m48xwGi.webp
Troye Sivan (特洛耶·希文),,004LhKMW2CWJox,http://y.gtimg.cn/music/photo_new/T001R150x150M000004LhKMW2CWJox.webp
牛奶咖啡,,0012bj8d36Xkw1,http://y.gtimg.cn/music/photo_new/T001R150x150M0000012bj8d36Xkw1.webp
Shawn Mendes (肖恩·蒙德兹),,001NODJ71LGPD5,http://y.gtimg.cn/music/photo_new/T001R150x150M000001NODJ71LGPD5.webp
许飞,,000ohzzi3esYiQ,http://y.gtimg.cn/music/photo_new/T001R150x150M000000ohzzi3esYiQ.webp
贺敬轩,,003tfL1I07zOeN,http://y.gtimg.cn/music/photo_new/T001R150x150M000003tfL1I07zOeN.webp
草蜢,,003pVJZJ2uEq4j,http://y.gtimg.cn/music/photo_new/T001R150x150M000003pVJZJ2uEq4j.webp
弦子,,002LJqM93gNF52,http://y.gtimg.cn/music/photo_new/T001R150x150M000002LJqM93gNF52.webp
Two Steps From Hell (两步逃离地狱),,002Vj8o12l10eK,http://y.gtimg.cn/music/photo_new/T001R150x150M000002Vj8o12l10eK.webp
Calvin Harris (加尔文·哈里斯),,004RKkVx1tZcSC,http://y.gtimg.cn/music/photo_new/T001R150x150M000004RKkVx1tZcSC.webp
叶倩文,,00128nnX2r4UFX,http://y.gtimg.cn/music/photo_new/T001R150x150M00000128nnX2r4UFX.webp
动力火车,,000dIIFL1yv5e4,http://y.gtimg.cn/music/photo_new/T001R150x150M000000dIIFL1yv5e4.webp
李翊君,,000Rws1M0RnZF9,http://y.gtimg.cn/music/photo_new/T001R150x150M000000Rws1M0RnZF9.webp
海鸣威,,0000QHSk0ruY3Y,http://y.gtimg.cn/music/photo_new/T001R150x150M0000000QHSk0ruY3Y.webp
王源,,000IBYF50SRnXP,http://y.gtimg.cn/music/photo_new/T001R150x150M000000IBYF50SRnXP.webp
郑中基,,001XOTno2nFjJP,http://y.gtimg.cn/music/photo_new/T001R150x150M000001XOTno2nFjJP.webp
王嘉尔,,00216fJA496xQG,http://y.gtimg.cn/music/photo_new/T001R150x150M00000216fJA496xQG.webp
曲婉婷,,0030RkE50nmpWC,http://y.gtimg.cn/music/photo_new/T001R150x150M0000030RkE50nmpWC.webp
段奥娟,,002YynFd2BuTt9,http://y.gtimg.cn/music/photo_new/T001R150x150M000002YynFd2BuTt9.webp
刘宪华 (Henry),,004HidEP3pkcji,http://y.gtimg.cn/music/photo_new/T001R150x150M000004HidEP3pkcji.webp
李玖哲,,001UaHMG07W4SB,http://y.gtimg.cn/music/photo_new/T001R150x150M000001UaHMG07W4SB.webp
张艺兴,,002MfEld3FWp0R,http://y.gtimg.cn/music/photo_new/T001R150x150M000002MfEld3FWp0R.webp
以冬,,000y58BN18are3,http://y.gtimg.cn/music/photo_new/T001R150x150M000000y58BN18are3.webp
R3HAB,,000CNXu71VVyXU,http://y.gtimg.cn/music/photo_new/T001R150x150M000000CNXu71VVyXU.webp
李代沫,,003mySXl30dc0S,http://y.gtimg.cn/music/photo_new/T001R150x150M000003mySXl30dc0S.webp
孙楠,,0019iLuN2glWFi,http://y.gtimg.cn/music/photo_new/T001R150x150M0000019iLuN2glWFi.webp
韩安旭,,004QoDUs3jfOC6,http://y.gtimg.cn/music/photo_new/T001R150x150M000004QoDUs3jfOC6.webp
林志炫,,000f7diK2mDS3Z,http://y.gtimg.cn/music/photo_new/T001R150x150M000000f7diK2mDS3Z.webp
季彦霖,,004IHCLx2eWTCC,http://y.gtimg.cn/music/photo_new/T001R150x150M000004IHCLx2eWTCC.webp
郁可唯,,000NUoMp2WAEpO,http://y.gtimg.cn/music/photo_new/T001R150x150M000000NUoMp2WAEpO.webp
王俊凯,,004E2BBy3X9xne,http://y.gtimg.cn/music/photo_new/T001R150x150M000004E2BBy3X9xne.webp
卫兰,,0018IojC2R0SZW,http://y.gtimg.cn/music/photo_new/T001R150x150M0000018IojC2R0SZW.webp
Ariana Grande (爱莉安娜·格兰德),,004eTCF03KvBOE,http://y.gtimg.cn/music/photo_new/T001R150x150M000004eTCF03KvBOE.webp
阿桑,,004JFi5j40xHsy,http://y.gtimg.cn/music/photo_new/T001R150x150M000004JFi5j40xHsy.webp
杨烁,,000MYKBS1wPozb,http://y.gtimg.cn/music/photo_new/T001R150x150M000000MYKBS1wPozb.webp
任素汐,,001GAeOa0SeDvI,http://y.gtimg.cn/music/photo_new/T001R150x150M000001GAeOa0SeDvI.webp
卓依婷,,002UILPL4dGoEz,http://y.gtimg.cn/music/photo_new/T001R150x150M000002UILPL4dGoEz.webp
光良,,004TXjLD41LEZI,http://y.gtimg.cn/music/photo_new/T001R150x150M000004TXjLD41LEZI.webp
Adele (阿黛尔),,003CoxJh1zFPpx,http://y.gtimg.cn/music/photo_new/T001R150x150M000003CoxJh1zFPpx.webp
回音哥,,001YVqTF03GDed,http://y.gtimg.cn/music/photo_new/T001R150x150M000001YVqTF03GDed.webp
华语群星,,000vYUqh1SqjQQ,http://y.gtimg.cn/music/photo_new/T001R150x150M000000vYUqh1SqjQQ.webp
方大同,,003zHcYF44FVEV,http://y.gtimg.cn/music/photo_new/T001R150x150M000003zHcYF44FVEV.webp
Richard Clayderman (理查德·克莱德曼),,0038poo73TW3Pa,http://y.gtimg.cn/music/photo_new/T001R150x150M0000038poo73TW3Pa.webp
Linkin Park (林肯公园),,003wI8vE3k8cTY,http://y.gtimg.cn/music/photo_new/T001R150x150M000003wI8vE3k8cTY.webp
安苏羽,,000WvhDw0ciqdg,http://y.gtimg.cn/music/photo_new/T001R150x150M000000WvhDw0ciqdg.webp
新裤子,,000keDtj2Um0rT,http://y.gtimg.cn/music/photo_new/T001R150x150M000000keDtj2Um0rT.webp
黑龙,,001C0c6j1VyLfh,http://y.gtimg.cn/music/photo_new/T001R150x150M000001C0c6j1VyLfh.webp
水木年华,,001QY1cc2SIqpB,http://y.gtimg.cn/music/photo_new/T001R150x150M000001QY1cc2SIqpB.webp
鞠婧祎,,003XXZcL1OS12F,http://y.gtimg.cn/music/photo_new/T001R150x150M000003XXZcL1OS12F.webp
金志文,,004YXxql1sSr2o,http://y.gtimg.cn/music/photo_new/T001R150x150M000004YXxql1sSr2o.webp
周思涵,,001Qugh71V6YHu,http://y.gtimg.cn/music/photo_new/T001R150x150M000001Qugh71V6YHu.webp
岑宁儿,,0037dNIC0n5pW8,http://y.gtimg.cn/music/photo_new/T001R150x150M0000037dNIC0n5pW8.webp
MAMAMOO (마마무),,001p5MSX07YGwi,http://y.gtimg.cn/music/photo_new/T001R150x150M000001p5MSX07YGwi.webp
黄品源,,001MeKQO0NeefQ,http://y.gtimg.cn/music/photo_new/T001R150x150M000001MeKQO0NeefQ.webp
承利,,0003ohLl05Pyna,http://y.gtimg.cn/music/photo_new/T001R150x150M0000003ohLl05Pyna.webp
夏婉安,,001oNMzI3WznzG,http://y.gtimg.cn/music/photo_new/T001R150x150M000001oNMzI3WznzG.webp
Wiz Khalifa (维兹·卡利法),,000CQ06r24Naco,http://y.gtimg.cn/music/photo_new/T001R150x150M000000CQ06r24Naco.webp
迪克牛仔,,002qHYM50JQl7V,http://y.gtimg.cn/music/photo_new/T001R150x150M000002qHYM50JQl7V.webp
Tizzy T,,000UismY3Pa6Qh,http://y.gtimg.cn/music/photo_new/T001R150x150M000000UismY3Pa6Qh.webp
陈鸿宇,,001SXl8y2mQobu,http://y.gtimg.cn/music/photo_new/T001R150x150M000001SXl8y2mQobu.webp
黄凯芹,,0041l9xT317k8V,http://y.gtimg.cn/music/photo_new/T001R150x150M0000041l9xT317k8V.webp
伍佰,,0036ERbx4IUm9V,http://y.gtimg.cn/music/photo_new/T001R150x150M0000036ERbx4IUm9V.webp
丁当,,0018jrV33Zv6WP,http://y.gtimg.cn/music/photo_new/T001R150x150M0000018jrV33Zv6WP.webp
齐秦,,000GM7zi3ZcMQ2,http://y.gtimg.cn/music/photo_new/T001R150x150M000000GM7zi3ZcMQ2.webp
谢安琪,,001YZBa22LLKce,http://y.gtimg.cn/music/photo_new/T001R150x150M000001YZBa22LLKce.webp
Westlife (西城男孩),,002uNtOf2Xj5eB,http://y.gtimg.cn/music/photo_new/T001R150x150M000002uNtOf2Xj5eB.webp
Kelly Clarkson (凯丽.克拉克森),,0034b6ah1V4ZPk,http://y.gtimg.cn/music/photo_new/T001R150x150M0000034b6ah1V4ZPk.webp
Zedd,,002cJUME2GGBOT,http://y.gtimg.cn/music/photo_new/T001R150x150M000002cJUME2GGBOT.webp
刘凤瑶,,000I3b6g4MWa7q,http://y.gtimg.cn/music/photo_new/T001R150x150M000000I3b6g4MWa7q.webp
Olly Murs,,001RRlcX2n2NLs,http://y.gtimg.cn/music/photo_new/T001R150x150M000001RRlcX2n2NLs.webp
Fall Out Boy,,003CKb192ggBqi,http://y.gtimg.cn/music/photo_new/T001R150x150M000003CKb192ggBqi.webp
陈百强,,0033DUFG3yj0r3,http://y.gtimg.cn/music/photo_new/T001R150x150M0000033DUFG3yj0r3.webp
RADWIMPS (ラッドウィンプス),,000f1b6W1wzyRN,http://y.gtimg.cn/music/photo_new/T001R150x150M000000f1b6W1wzyRN.webp
孙子涵,,001oXbjs29oPul,http://y.gtimg.cn/music/photo_new/T001R150x150M000001oXbjs29oPul.webp
张雨生,,000B2mbx2kEMLz,http://y.gtimg.cn/music/photo_new/T001R150x150M000000B2mbx2kEMLz.webp
陈柏宇,,003Z6Uiu1dvLv0,http://y.gtimg.cn/music/photo_new/T001R150x150M000003Z6Uiu1dvLv0.webp
徐梦圆,,002MUFZM3LoKnS,http://y.gtimg.cn/music/photo_new/T001R150x150M000002MUFZM3LoKnS.webp
马頔,,001kwvXz1vTlaP,http://y.gtimg.cn/music/photo_new/T001R150x150M000001kwvXz1vTlaP.webp
罗大佑,,002T0ifq4LjAcD,http://y.gtimg.cn/music/photo_new/T001R150x150M000002T0ifq4LjAcD.webp
Red Velvet (레드벨벳),,004NfJdF0gn6Z1,http://y.gtimg.cn/music/photo_new/T001R150x150M000004NfJdF0gn6Z1.webp
郑伊健,,003bdcMg1ML7YC,http://y.gtimg.cn/music/photo_new/T001R150x150M000003bdcMg1ML7YC.webp
卢冠廷,,001kHB0v1AiUNg,http://y.gtimg.cn/music/photo_new/T001R150x150M000001kHB0v1AiUNg.webp
梅艳芳,,0011CYh41MbdFm,http://y.gtimg.cn/music/photo_new/T001R150x150M0000011CYh41MbdFm.webp
筷子兄弟,,002Sm9iK4RIsCr,http://y.gtimg.cn/music/photo_new/T001R150x150M000002Sm9iK4RIsCr.webp
高进,,002OB4sz25N0aD,http://y.gtimg.cn/music/photo_new/T001R150x150M000002OB4sz25N0aD.webp
AGA,,002XVZaw3X63Kp,http://y.gtimg.cn/music/photo_new/T001R150x150M000002XVZaw3X63Kp.webp
谢霆锋,,004GPm8B362txY,http://y.gtimg.cn/music/photo_new/T001R150x150M000004GPm8B362txY.webp
金莎,,003MDXPR3tcGSm,http://y.gtimg.cn/music/photo_new/T001R150x150M000003MDXPR3tcGSm.webp
Eminem (埃米纳姆),,000yDAjj2TE9j8,http://y.gtimg.cn/music/photo_new/T001R150x150M000000yDAjj2TE9j8.webp
赵紫骅,,000LUIBr4Uwt2J,http://y.gtimg.cn/music/photo_new/T001R150x150M000000LUIBr4Uwt2J.webp
司徒兰芳,,000406Hj0ci4wW,http://y.gtimg.cn/music/photo_new/T001R150x150M000000406Hj0ci4wW.webp
云菲菲,,002BDnhL30fdox,http://y.gtimg.cn/music/photo_new/T001R150x150M000002BDnhL30fdox.webp
DAISHI DANCE (ダイシ・ダンス),,003q7Y431JXtUn,http://y.gtimg.cn/music/photo_new/T001R150x150M000003q7Y431JXtUn.webp
孙艺琪,,004XZS1K3zSnvB,http://y.gtimg.cn/music/photo_new/T001R150x150M000004XZS1K3zSnvB.webp
Michael Jackson (迈克尔·杰克逊),,001Y2Gbc2Xt1hU,http://y.gtimg.cn/music/photo_new/T001R150x150M000001Y2Gbc2Xt1hU.webp
庾澄庆,,001G1w4p3Dk92Q,http://y.gtimg.cn/music/photo_new/T001R150x150M000001G1w4p3Dk92Q.webp
佛教歌曲,,00422ufR1IoaoB,http://y.gtimg.cn/music/photo_new/T001R150x150M00000422ufR1IoaoB.webp
张冬玲,,000KCgfV1p23Tg,http://y.gtimg.cn/music/photo_new/T001R150x150M000000KCgfV1p23Tg.webp
郑智化,,003Cnamx4Ig5Z2,http://y.gtimg.cn/music/photo_new/T001R150x150M000003Cnamx4Ig5Z2.webp
邰正宵,,001GniJ52Wcp8W,http://y.gtimg.cn/music/photo_new/T001R150x150M000001GniJ52Wcp8W.webp
鹿先森乐队,,004S3vUn27fDYv,http://y.gtimg.cn/music/photo_new/T001R150x150M000004S3vUn27fDYv.webp
姜育恒,,001SDJ7y2qo9wz,http://y.gtimg.cn/music/photo_new/T001R150x150M000001SDJ7y2qo9wz.webp
赵晨唏,,003wEM1c4G4EM2,http://y.gtimg.cn/music/photo_new/T001R150x150M000003wEM1c4G4EM2.webp
高胜美,,00126IqD1yITec,http://y.gtimg.cn/music/photo_new/T001R150x150M00000126IqD1yITec.webp
暴林,,004fJ4eZ2oqRF2,http://y.gtimg.cn/music/photo_new/T001R150x150M000004fJ4eZ2oqRF2.webp
TheFatRat,,0026mEMJ1LCsbT,http://y.gtimg.cn/music/photo_new/T001R150x150M0000026mEMJ1LCsbT.webp
GALA,,003gGlyh37bnFM,http://y.gtimg.cn/music/photo_new/T001R150x150M000003gGlyh37bnFM.webp
BY2,,000Z1Ow71FFutX,http://y.gtimg.cn/music/photo_new/T001R150x150M000000Z1Ow71FFutX.webp
Lost Frequencies,,000B32Gi2wEXWq,http://y.gtimg.cn/music/photo_new/T001R150x150M000000B32Gi2wEXWq.webp
温岚,,003Zrf984VCsV6,http://y.gtimg.cn/music/photo_new/T001R150x150M000003Zrf984VCsV6.webp
姜玉阳,,003UjO1f3dJMRT,http://y.gtimg.cn/music/photo_new/T001R150x150M000003UjO1f3dJMRT.webp
Selena Gomez (赛琳娜·戈麦斯),,0046fVNz3ruk2r,http://y.gtimg.cn/music/photo_new/T001R150x150M0000046fVNz3ruk2r.webp
伯贤 (백현),,0029SxgR215af5,http://y.gtimg.cn/music/photo_new/T001R150x150M0000029SxgR215af5.webp
Doja Cat,,000wOH7L3UPfa2,http://y.gtimg.cn/music/photo_new/T001R150x150M000000wOH7L3UPfa2.webp
郭静,,0043Zxw10txf5O,http://y.gtimg.cn/music/photo_new/T001R150x150M0000043Zxw10txf5O.webp
屠洪刚,,001aLqBy2MCFJB,http://y.gtimg.cn/music/photo_new/T001R150x150M000001aLqBy2MCFJB.webp
门丽,,000e6vmp1U8yZK,http://y.gtimg.cn/music/photo_new/T001R150x150M000000e6vmp1U8yZK.webp
萨顶顶,,001orhmd37wwf2,http://y.gtimg.cn/music/photo_new/T001R150x150M000001orhmd37wwf2.webp
高安,,003x0xvB4HsAvN,http://y.gtimg.cn/music/photo_new/T001R150x150M000003x0xvB4HsAvN.webp
陈势安,,0049u0DR3G9Rgv,http://y.gtimg.cn/music/photo_new/T001R150x150M0000049u0DR3G9Rgv.webp
7妹,,000kLeDp2p0adb,http://y.gtimg.cn/music/photo_new/T001R150x150M000000kLeDp2p0adb.webp
Rihanna (蕾哈娜),,002MiBdR19HQWx,http://y.gtimg.cn/music/photo_new/T001R150x150M000002MiBdR19HQWx.webp
许茹芸,,0031dOOZ1zyvZw,http://y.gtimg.cn/music/photo_new/T001R150x150M0000031dOOZ1zyvZw.webp
陈淑桦,,000bIVX74I5zk5,http://y.gtimg.cn/music/photo_new/T001R150x150M000000bIVX74I5zk5.webp
蔡琴,,000BTnYZ1Fcj83,http://y.gtimg.cn/music/photo_new/T001R150x150M000000BTnYZ1Fcj83.webp
Owl City (猫头鹰之城),,002a1DuK4evNsR,http://y.gtimg.cn/music/photo_new/T001R150x150M000002a1DuK4evNsR.webp
Aimer (エメ),,0039EKtl4ec7wv,http://y.gtimg.cn/music/photo_new/T001R150x150M0000039EKtl4ec7wv.webp
久石让 (ひさいし じょう),,003GBWij2kV7Tg,http://y.gtimg.cn/music/photo_new/T001R150x150M000003GBWij2kV7Tg.webp
大神慧,,000LwsDL3332Gj,http://y.gtimg.cn/music/photo_new/T001R150x150M000000LwsDL3332Gj.webp
Twins,,000BwYzf1pWCFB,http://y.gtimg.cn/music/photo_new/T001R150x150M000000BwYzf1pWCFB.webp
龙梅子,,004GsuzV3ba2M9,http://y.gtimg.cn/music/photo_new/T001R150x150M000004GsuzV3ba2M9.webp
后弦,,002cUt1w0pizR1,http://y.gtimg.cn/music/photo_new/T001R150x150M000002cUt1w0pizR1.webp
飞轮海,,002FTSfR2lcnnw,http://y.gtimg.cn/music/photo_new/T001R150x150M000002FTSfR2lcnnw.webp
南拳妈妈,,002RDDXV2CJF5l,http://y.gtimg.cn/music/photo_new/T001R150x150M000002RDDXV2CJF5l.webp
本兮,,003LaMHm42u7qS,http://y.gtimg.cn/music/photo_new/T001R150x150M000003LaMHm42u7qS.webp
摩登兄弟,,001KH1tJ02U8KY,http://y.gtimg.cn/music/photo_new/T001R150x150M000001KH1tJ02U8KY.webp
李行亮,,001BNSLF3lhyCj,http://y.gtimg.cn/music/photo_new/T001R150x150M000001BNSLF3lhyCj.webp
刘心,,004N2NYw49HUej,http://y.gtimg.cn/music/photo_new/T001R150x150M000004N2NYw49HUej.webp
乌兰图雅,,000m5V6e10Sas0,http://y.gtimg.cn/music/photo_new/T001R150x150M000000m5V6e10Sas0.webp
The Weeknd,,004YnseG2vQN7h,http://y.gtimg.cn/music/photo_new/T001R150x150M000004YnseG2vQN7h.webp
P!NK (红粉佳人),,001HH3WP0nbf4N,http://y.gtimg.cn/music/photo_new/T001R150x150M000001HH3WP0nbf4N.webp
赵方婧,,001xruwk2A0Vw7,http://y.gtimg.cn/music/photo_new/T001R150x150M000001xruwk2A0Vw7.webp
余佳运,,001PZ4z50dbbDo,http://y.gtimg.cn/music/photo_new/T001R150x150M000001PZ4z50dbbDo.webp
岳云鹏,,0003CDDY4bDRAj,http://y.gtimg.cn/music/photo_new/T001R150x150M0000003CDDY4bDRAj.webp
王峰,,004Ilfdp4EKQh1,http://y.gtimg.cn/music/photo_new/T001R150x150M000004Ilfdp4EKQh1.webp
圈妹,,002go2P3224C0G,http://y.gtimg.cn/music/photo_new/T001R150x150M000002go2P3224C0G.webp
李丽芬,,003hyLrs2w5hhM,http://y.gtimg.cn/music/photo_new/T001R150x150M000003hyLrs2w5hhM.webp
iKON (아이콘),,003F1Vhd0S2FDg,http://y.gtimg.cn/music/photo_new/T001R150x150M000003F1Vhd0S2FDg.webp
毛宁,,000u2eXg0ELjGK,http://y.gtimg.cn/music/photo_new/T001R150x150M000000u2eXg0ELjGK.webp
林峯,,0028iJ7f3Tjl97,http://y.gtimg.cn/music/photo_new/T001R150x150M0000028iJ7f3Tjl97.webp
彭佳慧,,002sStNs4QWLyA,http://y.gtimg.cn/music/photo_new/T001R150x150M000002sStNs4QWLyA.webp
印能法师,,0005WbSC2mG28J,http://y.gtimg.cn/music/photo_new/T001R150x150M0000005WbSC2mG28J.webp
上官红燕,,001iStex0XHk5a,http://y.gtimg.cn/music/photo_new/T001R150x150M000001iStex0XHk5a.webp
赵海洋,,000NSBcL3v5mJj,http://y.gtimg.cn/music/photo_new/T001R150x150M000000NSBcL3v5mJj.webp
澤野弘之 (さわの ひろゆき),,0023TUOS0vGD8C,http://y.gtimg.cn/music/photo_new/T001R150x150M0000023TUOS0vGD8C.webp
杨坤,,0043OO7j3TsLnO,http://y.gtimg.cn/music/photo_new/T001R150x150M0000043OO7j3TsLnO.webp
阿悄,,0040Eq913AwwEZ,http://y.gtimg.cn/music/photo_new/T001R150x150M0000040Eq913AwwEZ.webp
IU (아이유),,004Bjyj52RTYOj,http://y.gtimg.cn/music/photo_new/T001R150x150M000004Bjyj52RTYOj.webp
孟庭苇,,001stwbx0IVxzs,http://y.gtimg.cn/music/photo_new/T001R150x150M000001stwbx0IVxzs.webp
奇然,,0008OyYh2o3RbD,http://y.gtimg.cn/music/photo_new/T001R150x150M0000008OyYh2o3RbD.webp
好妹妹,,002Ua1Ph1SH8iF,http://y.gtimg.cn/music/photo_new/T001R150x150M000002Ua1Ph1SH8iF.webp
痛仰乐队,,004C8Qvh16lmb8,http://y.gtimg.cn/music/photo_new/T001R150x150M000004C8Qvh16lmb8.webp
黎明,,001wYy5s2mM3Tq,http://y.gtimg.cn/music/photo_new/T001R150x150M000001wYy5s2mM3Tq.webp
DJ,,002ccupK38qAsZ,http://y.gtimg.cn/music/photo_new/T001R150x150M000002ccupK38qAsZ.webp
Dua Lipa,,0015cdSZ1a29mg,http://y.gtimg.cn/music/photo_new/T001R150x150M0000015cdSZ1a29mg.webp
易欣,,001A0zNI2zfxii,http://y.gtimg.cn/music/photo_new/T001R150x150M000001A0zNI2zfxii.webp
任妙音,,004KkHV91rd3WD,http://y.gtimg.cn/music/photo_new/T001R150x150M000004KkHV91rd3WD.webp
少女时代 (소녀시대),,003lf9Ia28XvH1,http://y.gtimg.cn/music/photo_new/T001R150x150M000003lf9Ia28XvH1.webp
灿烈 (찬열),,002iE9xv2DuIQT,http://y.gtimg.cn/music/photo_new/T001R150x150M000002iE9xv2DuIQT.webp
戴佩妮,,0012mAqa27UcEi,http://y.gtimg.cn/music/photo_new/T001R150x150M0000012mAqa27UcEi.webp
冯提莫,,001yMNFV23daTV,http://y.gtimg.cn/music/photo_new/T001R150x150M000001yMNFV23daTV.webp
Hillsong Young & Free (新頌青年＆自由),,000N66sR0OvOF9,http://y.gtimg.cn/music/photo_new/T001R150x150M000000N66sR0OvOF9.webp
毛阿敏,,002IlhxL0c6wCx,http://y.gtimg.cn/music/photo_new/T001R150x150M000002IlhxL0c6wCx.webp
张智霖,,004HStLx460K4g,http://y.gtimg.cn/music/photo_new/T001R150x150M000004HStLx460K4g.webp
刘小慧,,001Yid8O1fLHzz,http://y.gtimg.cn/music/photo_new/T001R150x150M000001Yid8O1fLHzz.webp
OneRepublic (共和时代),,0004LscG3FtUDz,http://y.gtimg.cn/music/photo_new/T001R150x150M0000004LscG3FtUDz.webp
钟镇涛,,001ZEnNS19gR0h,http://y.gtimg.cn/music/photo_new/T001R150x150M000001ZEnNS19gR0h.webp
Jam,,0023ni2j3F9CpN,http://y.gtimg.cn/music/photo_new/T001R150x150M0000023ni2j3F9CpN.webp
Lenka (兰卡),,001YBQ2f1IVTe2,http://y.gtimg.cn/music/photo_new/T001R150x150M000001YBQ2f1IVTe2.webp
Feint,,00220AYa4Ohak5,http://y.gtimg.cn/music/photo_new/T001R150x150M00000220AYa4Ohak5.webp
成龙,,000nmQ1v0JGExN,http://y.gtimg.cn/music/photo_new/T001R150x150M000000nmQ1v0JGExN.webp
Soler,,003s4LyG1MDky5,http://y.gtimg.cn/music/photo_new/T001R150x150M000003s4LyG1MDky5.webp
T-ara (티아라),,001FHOkh2t1ROR,http://y.gtimg.cn/music/photo_new/T001R150x150M000001FHOkh2t1ROR.webp
郝云,,0044gacX2dLf6i,http://y.gtimg.cn/music/photo_new/T001R150x150M0000044gacX2dLf6i.webp
卢巧音,,001eCe952euE6Q,http://y.gtimg.cn/music/photo_new/T001R150x150M000001eCe952euE6Q.webp
Coldplay (酷玩乐队),,001MXQUi1tlLon,http://y.gtimg.cn/music/photo_new/T001R150x150M000001MXQUi1tlLon.webp
DJ沈念,,002ZpYdy34nAXs,http://y.gtimg.cn/music/photo_new/T001R150x150M000002ZpYdy34nAXs.webp
郑秀文,,002yjHfE3aJX69,http://y.gtimg.cn/music/photo_new/T001R150x150M000002yjHfE3aJX69.webp
张也,,004MRuhr2A27gF,http://y.gtimg.cn/music/photo_new/T001R150x150M000004MRuhr2A27gF.webp
Avril Lavigne (艾薇儿),,001Ic36m4AhaBw,http://y.gtimg.cn/music/photo_new/T001R150x150M000001Ic36m4AhaBw.webp
太阳 (태양),,002Of0Px3EDXCW,http://y.gtimg.cn/music/photo_new/T001R150x150M000002Of0Px3EDXCW.webp
许冠杰,,0005FEv73Z2scR,http://y.gtimg.cn/music/photo_new/T001R150x150M0000005FEv73Z2scR.webp
One Direction,,001FXn5P0kkWfV,http://y.gtimg.cn/music/photo_new/T001R150x150M000001FXn5P0kkWfV.webp
Pianoboy高至豪,,0034R9hT1SklZU,http://y.gtimg.cn/music/photo_new/T001R150x150M0000034R9hT1SklZU.webp
火箭少女101,,000Rh4DK4MmxIU,http://y.gtimg.cn/music/photo_new/T001R150x150M000000Rh4DK4MmxIU.webp
孙耀威,,0000lM943KCK0L,http://y.gtimg.cn/music/photo_new/T001R150x150M0000000lM943KCK0L.webp
Flo Rida,,001IKmTG2BVhJp,http://y.gtimg.cn/music/photo_new/T001R150x150M000001IKmTG2BVhJp.webp
黄勇,,003chsVu1vGuWC,http://y.gtimg.cn/music/photo_new/T001R150x150M000003chsVu1vGuWC.webp
小沈阳,,004CKthJ2WL21f,http://y.gtimg.cn/music/photo_new/T001R150x150M000004CKthJ2WL21f.webp
谢军,,002P3Oz62qhCfE,http://y.gtimg.cn/music/photo_new/T001R150x150M000002P3Oz62qhCfE.webp
CG,,001Qb5oK3e93Tb,http://y.gtimg.cn/music/photo_new/T001R150x150M000001Qb5oK3e93Tb.webp
金南玲,,001m7JoC1IVL44,http://y.gtimg.cn/music/photo_new/T001R150x150M000001m7JoC1IVL44.webp
艾福杰尼,,0027W3Jw0PYnHt,http://y.gtimg.cn/music/photo_new/T001R150x150M0000027W3Jw0PYnHt.webp
红蔷薇,,0007GdiD2AMUhp,http://y.gtimg.cn/music/photo_new/T001R150x150M0000007GdiD2AMUhp.webp
萧忆情Alex,,0040z4ka3pubEV,http://y.gtimg.cn/music/photo_new/T001R150x150M0000040z4ka3pubEV.webp
胡海泉,,001bS50i4GgTlZ,http://y.gtimg.cn/music/photo_new/T001R150x150M000001bS50i4GgTlZ.webp
蓝波,,000RIxZJ19KYRJ,http://y.gtimg.cn/music/photo_new/T001R150x150M000000RIxZJ19KYRJ.webp
唐古,,004JBnrz31Dj1E,http://y.gtimg.cn/music/photo_new/T001R150x150M000004JBnrz31Dj1E.webp
太妍 (태연),,000Dt3oh13pg4o,http://y.gtimg.cn/music/photo_new/T001R150x150M000000Dt3oh13pg4o.webp
威仔,,001WcO2V0TLCv3,http://y.gtimg.cn/music/photo_new/T001R150x150M000001WcO2V0TLCv3.webp
Cash Cash,,002i29r43wE9II,http://y.gtimg.cn/music/photo_new/T001R150x150M000002i29r43wE9II.webp
倪尔萍,,000cXhjy0aIjzV,http://y.gtimg.cn/music/photo_new/T001R150x150M000000cXhjy0aIjzV.webp
王强,,004MwD3H1FDY6t,http://y.gtimg.cn/music/photo_new/T001R150x150M000004MwD3H1FDY6t.webp
Carly Rae Jepsen,,004cnBXB1OBN7m,http://y.gtimg.cn/music/photo_new/T001R150x150M000004cnBXB1OBN7m.webp
谭维维,,000we89k1hzBcA,http://y.gtimg.cn/music/photo_new/T001R150x150M000000we89k1hzBcA.webp
老狼,,002WkEWV1TA75B,http://y.gtimg.cn/music/photo_new/T001R150x150M000002WkEWV1TA75B.webp
马健南,,000LWgAQ02PZs3,http://y.gtimg.cn/music/photo_new/T001R150x150M000000LWgAQ02PZs3.webp
吕方,,00081ZN91FD8QW,http://y.gtimg.cn/music/photo_new/T001R150x150M00000081ZN91FD8QW.webp
黑鸭子组合,,004CgtOM2ULH9w,http://y.gtimg.cn/music/photo_new/T001R150x150M000004CgtOM2ULH9w.webp
Groove Coverage (舞动精灵乐团),,001CmAqB4LJV0u,http://y.gtimg.cn/music/photo_new/T001R150x150M000001CmAqB4LJV0u.webp
